student_id,age,country,prior_programming_experience,weeks_in_course,hours_spent_learning_per_week,practice_problems_solved,projects_completed,tutorial_videos_watched,uses_kaggle,participates_in_discussion_forums,debugging_sessions_per_week,self_reported_confidence_python,final_exam_score,passed_exam
357,45,USA,Intermediate,3,9.6,63,2,46,0,0,4,7,55.4,0
358,34,Nigeria,Advanced,1,9.4,58,1,38,0,0,7,7,56.5,0
359,32,Pakistan,Beginner,7,3.5,66,2,42,1,1,5,10,42.6,0
360,34,Pakistan,None,15,9.2,71,2,28,0,0,10,3,26.0,0
361,43,UK,None,6,11.6,70,2,35,0,0,7,6,36.5,0
362,41,India,Intermediate,10,12.7,49,2,39,0,1,2,7,62.9,1
363,52,India,Intermediate,4,15.6,65,3,43,1,0,5,1,78.5,1
364,41,UK,None,6,4.3,60,1,33,0,1,6,4,9.5,0
365,38,Brazil,None,6,15.5,55,6,37,1,1,4,7,60.4,1
366,24,Pakistan,None,13,5.9,51,2,35,1,0,5,10,31.2,0
367,27,Brazil,Intermediate,4,5.2,67,1,43,1,1,6,1,45.2,0
368,16,Indonesia,None,14,8.0,64,0,29,1,1,8,8,38.7,0
369,16,Indonesia,Beginner,13,5.3,56,2,39,0,0,7,6,40.9,0
370,49,Bangladesh,Beginner,6,8.2,46,1,39,1,0,4,6,42.5,0
371,47,Other,Intermediate,10,3.0,48,1,41,1,1,6,3,39.6,0
372,40,India,Beginner,11,6.3,70,1,40,1,1,4,6,32.7,0
373,16,Bangladesh,Beginner,8,10.9,61,1,37,1,1,5,4,35.4,0
374,31,Nigeria,None,13,6.8,59,2,40,1,0,10,9,21.8,0
375,54,UK,Beginner,3,7.4,55,0,34,0,0,3,4,18.3,0
376,20,UK,Intermediate,4,8.4,58,1,46,0,1,3,6,50.8,0
377,37,Indonesia,Advanced,10,10.5,60,3,38,0,0,6,6,78.0,1
378,44,Pakistan,None,13,2.0,48,1,47,0,1,4,1,0.0,0
379,18,Brazil,None,12,8.8,51,2,44,1,1,6,4,25.7,0
380,27,India,None,14,6.2,65,1,38,0,0,6,9,25.0,0
381,41,Bangladesh,Beginner,15,7.5,59,0,34,0,1,8,10,40.7,0
382,31,Brazil,Intermediate,1,10.2,66,3,45,1,0,7,6,67.0,1
383,52,Bangladesh,None,4,3.4,68,1,47,1,1,3,4,8.3,0
384,37,Other,Beginner,11,4.0,59,7,48,1,0,5,7,60.4,1
385,44,Nigeria,None,10,1.2,74,3,39,1,0,3,10,24.9,0
386,29,Nigeria,None,10,5.4,55,0,34,0,1,7,7,29.6,0
387,43,Brazil,Beginner,12,11.0,57,3,39,1,1,3,5,64.9,1
388,20,Brazil,None,14,6.6,47,3,31,0,0,4,4,16.0,0
389,45,Brazil,Beginner,9,3.0,54,3,37,1,0,6,4,30.4,0
390,20,Bangladesh,Intermediate,8,5.5,59,0,34,0,0,6,7,57.6,0
391,27,Other,Beginner,11,2.5,60,0,43,1,0,8,6,18.3,0
392,31,USA,None,4,3.6,60,1,41,1,1,7,4,20.4,0
393,41,Brazil,Advanced,12,8.2,48,2,42,0,0,4,3,69.0,1
394,41,Pakistan,Beginner,7,3.5,53,1,47,1,1,4,2,19.7,0
395,36,India,Intermediate,10,10.3,75,7,42,1,1,4,4,74.4,1
396,54,India,None,3,6.8,60,1,52,1,1,6,7,28.0,0
397,51,Bangladesh,None,9,7.3,69,0,48,0,1,7,2,18.5,0
398,48,Brazil,None,10,6.2,66,2,34,0,0,8,9,36.1,0
399,45,Indonesia,None,4,9.3,48,3,42,0,0,3,9,38.8,0
400,52,UK,Beginner,2,9.3,59,3,36,0,1,4,6,55.3,0
401,38,USA,Advanced,10,8.0,51,2,26,0,1,1,9,44.9,0
402,25,Pakistan,Beginner,5,8.7,58,2,43,1,0,5,1,40.5,0
403,20,Other,None,2,6.4,59,1,46,0,1,5,6,19.4,0
404,51,Indonesia,Beginner,14,8.6,65,1,49,1,1,5,3,54.3,0
405,49,Nigeria,None,10,6.0,77,2,31,0,1,1,6,35.2,0
406,46,Indonesia,Beginner,6,7.0,72,1,47,0,1,7,5,52.0,0
407,25,Bangladesh,Beginner,11,6.2,60,1,44,0,1,3,5,43.9,0
408,34,USA,Intermediate,10,5.6,51,3,31,1,1,6,1,49.7,0
409,47,Germany,Advanced,1,4.9,52,2,34,1,0,4,5,52.9,0
410,16,Germany,None,14,8.4,52,2,50,0,1,3,6,29.6,0
411,20,Brazil,Beginner,6,10.9,67,1,34,0,0,9,1,49.6,0
412,19,Brazil,Advanced,4,10.5,71,2,25,0,0,4,10,76.2,1
413,31,Bangladesh,Intermediate,3,3.2,64,3,42,1,1,8,7,60.7,1
414,39,Other,Beginner,2,10.9,59,1,43,1,1,6,1,42.9,0
415,31,Brazil,Advanced,7,6.0,46,3,29,1,1,2,7,62.9,1
416,17,UK,None,9,8.8,67,3,43,0,0,9,9,56.6,0
417,43,USA,Advanced,12,4.3,66,2,39,0,0,4,7,56.3,0
418,47,Bangladesh,None,3,7.4,53,3,37,0,0,6,10,29.6,0
419,42,India,Beginner,6,7.9,67,6,52,0,0,8,5,70.5,1
420,35,Nigeria,Intermediate,9,2.5,68,3,41,0,1,9,3,49.5,0
421,39,Bangladesh,None,2,8.8,60,1,32,0,0,5,7,24.1,0
422,27,Bangladesh,Beginner,7,11.0,51,2,44,0,0,7,6,46.4,0
423,50,Germany,None,5,6.5,47,2,34,0,0,6,8,24.2,0
424,48,Pakistan,Advanced,5,11.1,59,2,38,0,1,5,8,71.5,1
425,48,Other,Intermediate,11,6.4,50,3,41,0,0,6,10,74.0,1
426,52,Pakistan,Intermediate,7,9.5,53,2,37,1,1,6,6,71.2,1
427,27,UK,Beginner,9,0.3,53,5,39,1,0,6,7,33.8,0
428,18,India,Intermediate,4,14.3,63,2,33,0,0,6,3,60.0,1
429,16,Germany,Beginner,9,11.5,67,0,45,1,1,5,4,44.7,0
430,48,India,Beginner,15,6.1,50,0,39,1,0,6,7,15.7,0
431,25,UK,Intermediate,14,1.1,70,1,44,0,1,3,6,35.6,0
432,44,Pakistan,Beginner,13,7.9,51,3,33,0,1,2,3,44.0,0
433,28,Bangladesh,None,11,2.7,63,1,39,1,1,11,10,30.0,0
434,27,Brazil,None,10,8.3,58,1,45,1,1,8,7,45.8,0
435,46,Brazil,None,9,8.2,55,2,45,0,1,8,3,32.4,0
436,17,Indonesia,Intermediate,13,4.2,50,1,38,0,1,1,10,57.9,0
437,50,Nigeria,Beginner,4,10.4,49,2,45,1,0,7,8,60.1,1
438,38,Other,Intermediate,3,9.4,57,3,29,0,0,6,7,62.3,1
439,32,UK,Beginner,2,9.9,56,5,42,1,1,3,4,52.4,0
440,41,Nigeria,None,9,7.0,51,3,36,0,1,9,1,16.7,0
441,23,Other,None,12,2.8,52,1,34,1,0,7,6,19.0,0
442,44,Nigeria,Intermediate,2,9.9,50,3,40,0,0,5,5,67.0,1
443,41,Pakistan,Beginner,6,6.2,54,0,41,0,0,4,9,36.3,0
444,25,Other,Advanced,5,2.8,48,5,32,1,1,6,10,79.2,1
445,41,Pakistan,Beginner,14,11.1,70,3,29,0,0,6,6,63.2,1
446,49,Bangladesh,Beginner,5,13.3,64,1,44,0,1,1,1,40.8,0
447,22,Germany,Beginner,4,6.9,46,3,40,1,1,7,3,47.6,0
448,19,Pakistan,Advanced,6,13.5,70,0,36,0,1,4,2,70.3,1
449,26,Brazil,Intermediate,5,7.3,66,4,42,0,0,4,3,50.2,0
450,44,Nigeria,None,11,5.9,74,2,45,0,1,6,1,26.2,0
451,51,Indonesia,Beginner,4,5.1,69,0,35,1,1,2,2,31.4,0
452,40,USA,Beginner,13,11.9,55,0,57,1,0,5,8,54.1,0
453,36,Other,Intermediate,9,4.7,75,1,34,1,0,2,3,46.1,0
454,51,UK,None,13,9.2,55,1,43,0,1,5,9,41.2,0
455,25,Indonesia,Intermediate,6,5.3,68,1,52,0,1,5,4,65.9,1
456,52,Brazil,Advanced,11,5.6,68,0,49,0,0,1,2,47.5,0
457,24,Pakistan,None,10,10.1,57,2,47,1,0,7,7,53.5,0
458,39,Germany,Intermediate,10,5.9,47,3,41,1,0,3,9,45.1,0
459,50,Bangladesh,None,13,5.8,60,2,45,1,1,4,5,30.1,0
460,50,USA,None,10,10.4,74,1,33,1,1,2,1,16.3,0
461,51,India,None,13,11.8,67,3,38,0,0,5,9,45.6,0
462,33,Indonesia,None,3,8.9,45,1,39,0,0,4,9,41.7,0
463,54,Germany,Intermediate,10,5.0,61,5,36,1,1,6,7,75.9,1
464,47,India,None,6,5.5,68,2,56,0,1,2,1,21.7,0
465,39,USA,None,14,7.2,61,2,42,0,1,2,4,35.1,0
466,38,UK,None,1,8.0,62,4,45,1,1,7,1,40.0,0
467,47,UK,None,5,4.0,63,1,44,0,0,2,3,8.7,0
468,52,Nigeria,None,10,9.2,66,0,41,0,1,7,7,18.0,0
469,27,USA,Beginner,6,7.3,83,3,30,0,0,2,1,45.6,0
470,28,USA,None,15,1.9,78,1,46,1,1,7,8,21.1,0
471,38,India,Intermediate,11,4.2,64,1,38,0,1,7,10,54.8,0
472,40,Germany,Intermediate,8,5.5,57,4,52,1,1,6,4,61.0,1
473,50,Other,None,11,6.8,65,2,45,0,1,7,4,27.1,0
474,45,India,Intermediate,15,12.7,61,1,46,1,0,7,1,60.9,1
475,32,Bangladesh,None,15,7.7,73,3,32,0,0,4,5,48.9,0
476,35,UK,None,9,4.5,65,1,35,1,0,4,8,26.5,0
477,40,UK,None,11,7.7,64,3,46,0,1,2,8,38.6,0
478,37,Nigeria,None,3,5.9,56,4,41,1,1,3,7,36.9,0
479,28,Bangladesh,Beginner,2,8.0,56,4,36,1,1,4,7,57.6,0
480,34,UK,Intermediate,13,8.7,71,1,40,0,1,5,8,70.3,1
481,51,India,None,4,10.6,61,4,46,0,0,3,8,20.5,0
482,27,Bangladesh,Intermediate,8,6.9,71,0,28,0,0,4,1,35.6,0
483,34,India,None,11,11.9,59,0,47,1,0,2,2,6.1,0
484,27,Other,Intermediate,8,9.7,57,0,39,0,1,6,10,55.9,0
485,24,Other,None,3,4.9,52,1,50,0,1,4,8,23.8,0
486,22,UK,None,4,13.6,66,4,34,1,0,3,1,52.9,0
487,43,UK,None,3,8.0,54,1,42,1,1,7,9,42.4,0
488,29,Germany,None,10,4.5,56,2,42,0,0,5,9,38.0,0
489,46,Other,Beginner,2,12.0,62,1,49,0,0,9,10,57.2,0
490,34,Indonesia,Intermediate,4,13.2,57,5,40,0,1,7,2,68.2,1
491,31,Indonesia,None,6,6.9,54,1,42,0,0,3,6,16.4,0
492,20,Nigeria,Intermediate,11,5.5,47,1,48,0,1,4,4,46.8,0
493,50,Other,Beginner,14,6.5,46,2,44,1,0,8,10,60.8,1
494,27,India,Intermediate,11,9.1,53,2,31,0,0,7,7,61.8,1
495,40,India,None,5,10.8,70,2,41,0,1,5,2,30.8,0
496,36,Brazil,Beginner,3,8.7,53,2,49,0,1,3,10,41.6,0
497,51,Bangladesh,Advanced,2,7.3,65,1,29,1,1,6,1,55.6,0
498,38,Pakistan,Beginner,9,11.5,66,2,43,0,0,2,9,62.5,1
499,31,Indonesia,Beginner,15,6.1,56,4,43,1,0,11,9,50.3,0
500,54,UK,None,1,10.1,43,4,34,0,0,4,9,58.3,0
501,54,Nigeria,None,9,6.1,71,4,30,0,0,7,5,35.0,0
502,29,Pakistan,Beginner,1,8.3,75,4,30,1,1,7,3,66.2,1
503,46,USA,Intermediate,15,6.7,75,1,38,0,0,6,6,45.1,0
504,20,Nigeria,None,14,6.8,48,6,36,1,0,7,10,48.4,0
505,50,USA,Beginner,7,5.9,58,4,38,1,1,4,1,54.3,0
506,38,Other,Beginner,6,11.0,60,2,44,0,1,2,10,48.8,0
507,44,USA,Beginner,7,4.8,79,1,54,1,0,8,8,53.3,0
508,26,USA,Beginner,15,4.8,70,1,53,1,0,5,10,40.6,0
509,33,Germany,Intermediate,3,13.4,60,2,43,1,0,5,4,59.8,0
510,27,Germany,None,14,9.9,58,4,32,0,0,3,2,32.7,0
511,24,Germany,Intermediate,3,0.0,68,2,35,0,0,4,4,31.3,0
512,25,Other,None,13,5.3,44,1,36,0,1,2,1,9.6,0
513,32,Pakistan,None,11,1.6,67,4,35,1,0,7,10,36.0,0
514,53,Nigeria,None,1,4.1,62,1,39,0,0,6,10,20.1,0
515,22,Nigeria,None,4,0.0,70,3,46,0,0,1,8,20.4,0
516,28,UK,None,12,6.6,56,6,56,0,1,4,6,58.7,0
517,24,Germany,None,2,3.6,52,0,52,1,1,6,1,1.5,0
518,42,Other,Intermediate,10,7.2,58,3,37,0,1,7,1,44.1,0
519,17,UK,None,8,2.1,60,3,33,0,0,6,2,7.5,0
520,20,Bangladesh,Intermediate,3,7.2,61,2,45,1,1,4,7,53.3,0
521,44,UK,None,7,5.8,55,0,53,0,0,4,2,2.6,0
522,52,Pakistan,Advanced,7,11.5,66,4,28,0,0,10,3,69.9,1
523,53,Indonesia,Intermediate,12,11.2,54,6,45,0,1,5,9,92.8,1
524,34,USA,None,9,9.4,60,3,33,0,1,8,1,34.1,0
525,23,Germany,Intermediate,6,6.0,64,3,41,0,1,8,9,66.1,1
526,16,Indonesia,Beginner,1,13.0,65,1,42,0,1,3,6,72.5,1
527,37,UK,Intermediate,8,2.3,59,1,40,0,0,6,9,49.9,0
528,32,Other,Beginner,1,2.8,59,2,35,1,0,7,10,72.2,1
529,22,USA,Beginner,3,6.7,67,2,54,0,0,6,8,59.9,0
530,40,Nigeria,Intermediate,11,13.8,61,2,41,0,0,5,7,60.6,1
531,19,India,Beginner,5,6.4,56,2,39,0,1,6,10,38.9,0
532,51,USA,None,8,6.5,50,2,47,0,1,2,7,22.9,0
533,21,Pakistan,Intermediate,9,2.7,60,4,43,1,1,4,6,54.9,0
534,46,Pakistan,Beginner,15,9.8,59,2,34,0,1,4,8,62.5,1
535,34,UK,Beginner,7,9.9,67,0,44,0,1,2,9,44.4,0
536,54,Bangladesh,None,9,9.4,62,2,46,1,0,3,8,38.6,0
537,42,Pakistan,Beginner,11,5.1,68,2,44,1,0,5,9,39.8,0
538,25,Pakistan,Advanced,3,4.9,60,3,35,1,1,5,5,71.5,1
539,41,Other,None,13,3.1,58,2,34,1,1,5,3,27.5,0
540,34,UK,Beginner,5,7.3,51,3,40,0,0,8,4,49.8,0
541,54,USA,Beginner,10,3.8,47,2,29,1,1,3,4,32.0,0
542,18,Bangladesh,Intermediate,8,3.5,66,4,47,1,1,3,9,74.2,1
543,28,Indonesia,Beginner,12,5.7,67,1,24,0,1,5,9,47.2,0
544,43,India,None,1,5.5,60,1,39,1,0,1,1,18.7,0
545,35,Germany,Advanced,8,5.4,57,1,40,0,1,5,5,49.4,0
546,43,Nigeria,Beginner,7,8.4,64,1,39,1,0,5,2,36.0,0
547,23,Pakistan,None,1,7.2,61,2,55,0,1,3,5,34.8,0
548,54,UK,None,13,6.1,54,3,45,0,0,4,5,23.5,0
549,16,Germany,Beginner,13,7.5,67,7,38,0,0,5,3,77.7,1
550,18,Nigeria,None,10,4.0,71,3,34,0,1,4,4,30.1,0
551,28,Nigeria,None,12,7.3,57,2,33,0,0,8,7,35.8,0
552,43,Indonesia,Intermediate,10,7.5,59,2,37,0,1,3,10,70.2,1
553,40,Indonesia,None,15,2.5,56,2,39,1,1,5,4,21.3,0
554,48,Indonesia,Intermediate,12,10.0,64,1,32,1,1,7,3,61.2,1
555,53,Brazil,None,6,4.4,71,1,49,0,0,8,10,27.1,0
556,21,Brazil,Intermediate,1,7.3,52,3,33,1,0,5,4,52.4,0
557,47,Nigeria,Intermediate,2,10.5,62,3,33,0,0,1,2,55.6,0
558,36,Indonesia,None,5,9.8,55,3,42,1,0,4,1,22.3,0
559,31,Other,Beginner,2,7.1,65,2,36,0,1,3,5,55.6,0
560,36,Pakistan,None,14,5.9,61,4,33,1,0,4,9,32.1,0
561,26,Germany,Intermediate,10,9.8,66,2,40,1,0,4,9,60.1,1
562,52,Germany,Intermediate,1,9.0,67,2,33,0,0,1,1,48.0,0
563,51,Brazil,Beginner,6,5.1,71,2,39,0,0,3,1,35.2,0
564,50,Nigeria,Beginner,8,4.6,68,1,44,1,1,10,8,41.9,0
565,34,UK,None,8,0.8,53,2,33,1,1,2,7,12.9,0
566,35,USA,Intermediate,13,7.5,57,0,52,0,1,4,7,47.8,0
567,33,USA,Beginner,13,6.8,59,3,42,0,0,5,9,51.6,0
568,29,Brazil,None,8,10.4,64,3,44,1,1,8,5,51.9,0
569,30,UK,Beginner,11,8.1,69,3,32,1,1,4,8,52.4,0
570,46,Brazil,None,6,11.0,56,3,44,0,1,2,7,38.7,0
571,16,USA,Intermediate,11,4.9,50,1,43,1,1,2,2,41.7,0
572,18,UK,None,3,10.4,50,1,34,0,0,5,2,30.5,0
573,31,Indonesia,Beginner,1,5.4,63,2,33,1,0,4,4,45.2,0
574,38,Nigeria,None,2,9.3,60,2,40,1,1,4,1,32.1,0
575,26,Germany,None,5,2.6,49,0,40,0,1,7,10,1.3,0
576,27,Other,Beginner,13,7.7,51,0,54,0,0,5,5,25.9,0
577,25,Bangladesh,Advanced,10,1.0,52,0,56,1,0,3,5,35.5,0
578,47,Nigeria,Intermediate,5,6.2,58,2,47,0,1,2,1,52.0,0
579,31,Indonesia,None,10,8.3,60,1,35,1,1,4,5,20.4,0
580,23,USA,None,14,5.4,65,3,44,1,1,5,4,20.4,0
581,53,Indonesia,Intermediate,1,3.8,67,1,45,0,1,4,10,56.6,0
582,27,Brazil,Beginner,1,9.5,56,2,50,1,0,3,5,51.5,0
583,39,UK,None,15,6.7,78,3,41,0,0,5,4,27.8,0
584,43,Germany,Intermediate,9,5.5,68,1,35,1,1,4,9,53.9,0
585,23,Pakistan,Intermediate,2,7.1,68,4,40,1,1,7,9,89.0,1
586,43,Brazil,Advanced,7,14.9,52,1,49,1,0,8,3,63.8,1
587,51,Nigeria,Advanced,10,10.5,50,2,45,0,0,5,3,55.5,0
588,41,Brazil,Intermediate,4,10.5,53,1,40,0,1,3,3,55.5,0
589,23,Nigeria,None,7,8.3,61,4,42,0,0,7,7,44.2,0
590,43,Pakistan,None,8,7.5,73,4,33,0,1,8,1,36.0,0
591,43,India,Beginner,5,0.0,61,0,28,0,1,7,4,5.9,0
592,52,Germany,Beginner,13,5.0,54,3,43,1,1,6,9,44.2,0
593,51,Other,Beginner,12,5.6,58,1,37,0,1,6,8,38.1,0
594,42,Other,Beginner,12,1.4,61,2,41,0,0,1,3,38.3,0
595,32,Bangladesh,Beginner,1,3.5,61,0,43,0,1,3,8,27.1,0
596,24,Indonesia,Beginner,4,1.1,52,2,42,0,0,3,6,14.7,0
597,48,India,None,10,6.9,63,3,40,1,1,4,10,40.7,0
598,35,Other,None,3,9.5,57,0,50,0,1,2,3,14.7,0
599,28,Brazil,Beginner,10,10.3,73,4,41,0,0,10,9,75.0,1
600,43,Indonesia,Intermediate,15,8.2,62,0,30,0,0,4,10,32.5,0
601,44,India,None,12,4.1,74,6,42,0,0,4,7,38.9,0
602,28,UK,Beginner,5,1.2,83,4,43,0,1,7,8,63.9,1
603,50,UK,Intermediate,10,1.7,51,7,38,1,0,3,10,74.2,1
604,21,Indonesia,Beginner,13,3.2,61,0,43,1,1,4,2,24.6,0
605,33,Nigeria,None,10,4.3,70,2,46,0,1,5,3,18.7,0
606,20,Nigeria,Beginner,13,6.5,71,0,47,0,1,7,7,47.5,0
607,40,Brazil,None,6,4.0,68,1,42,1,1,6,2,24.3,0
608,17,India,Advanced,2,8.0,49,2,50,0,0,4,6,54.2,0
609,25,India,None,7,6.3,59,2,34,0,1,4,7,37.8,0
610,45,Indonesia,Beginner,13,7.0,54,2,32,0,0,6,6,58.5,0
611,20,USA,None,3,10.4,61,1,42,1,0,2,5,27.7,0
612,48,UK,Beginner,15,3.5,59,4,41,1,0,3,9,41.8,0
613,16,India,Beginner,1,8.3,60,2,44,0,1,6,3,49.9,0
614,33,Indonesia,None,10,7.0,65,3,42,0,0,2,5,37.9,0
615,47,Pakistan,Beginner,3,6.0,62,2,40,1,1,4,5,41.4,0
616,26,Bangladesh,None,9,9.7,74,3,45,1,0,4,8,38.8,0
617,36,Pakistan,None,10,9.6,52,1,44,1,1,6,8,40.4,0
618,41,Germany,Beginner,11,4.2,59,2,38,1,1,5,1,9.3,0
619,40,Brazil,None,11,6.5,69,5,59,1,1,4,6,50.1,0
620,37,India,Intermediate,15,7.8,54,3,37,0,1,5,6,34.3,0
621,42,Germany,Beginner,6,6.2,59,2,36,0,1,9,10,48.4,0
622,28,Other,Beginner,11,8.8,71,0,47,0,0,9,2,47.4,0
623,48,Germany,None,6,7.8,59,1,43,0,0,8,5,43.6,0
624,49,Indonesia,Beginner,4,12.5,66,2,46,1,1,7,6,71.3,1
625,50,India,Intermediate,15,2.4,59,4,30,1,0,6,3,50.9,0
626,16,Bangladesh,None,8,6.6,63,1,36,1,0,5,1,21.9,0
627,36,Indonesia,Intermediate,5,4.3,53,5,40,1,0,3,9,67.2,1
628,21,Indonesia,None,7,8.8,55,3,41,0,1,4,2,21.5,0
629,43,Brazil,Intermediate,9,2.1,58,2,40,1,0,6,4,46.4,0
630,32,Brazil,None,13,8.0,76,5,34,0,0,2,9,47.2,0
631,20,UK,Intermediate,13,5.1,46,3,43,1,0,5,9,64.7,1
632,46,UK,Beginner,14,4.8,55,1,48,0,1,2,8,45.6,0
633,20,Nigeria,None,5,2.7,54,2,44,0,1,0,4,9.7,0
634,53,USA,None,11,5.6,60,3,31,0,1,9,1,24.5,0
635,18,India,Beginner,14,10.3,62,0,35,0,0,2,7,42.6,0
636,38,India,Advanced,5,6.9,59,2,32,0,1,6,2,60.1,1
637,52,Germany,None,14,8.9,56,3,45,0,0,5,8,57.1,0
638,52,India,None,4,12.0,55,2,39,0,1,6,10,44.8,0
639,25,India,Beginner,6,7.8,57,0,43,1,1,7,10,33.3,0
640,25,USA,Beginner,2,5.3,60,1,37,1,1,6,2,31.6,0
641,34,Other,Beginner,3,8.4,63,1,35,1,1,4,10,67.8,1
642,32,UK,Beginner,1,5.4,59,2,35,1,1,5,3,41.4,0
643,36,UK,None,2,5.5,68,2,35,0,1,7,6,31.3,0
644,29,Bangladesh,Advanced,2,2.4,65,3,33,1,0,4,4,47.9,0
645,24,India,Beginner,8,9.8,58,4,38,0,0,2,2,46.1,0
646,16,USA,None,8,5.8,52,2,52,0,1,5,1,30.8,0
647,28,UK,Intermediate,2,7.5,53,0,46,1,1,6,3,54.5,0
648,19,USA,Beginner,13,3.9,53,0,40,0,0,6,4,34.4,0
649,16,Pakistan,None,14,8.3,67,3,38,0,1,4,9,33.7,0
650,47,Other,Beginner,6,4.7,62,2,45,1,0,2,9,50.5,0
651,49,India,None,15,6.6,69,1,46,1,0,5,5,11.2,0
652,43,Bangladesh,Beginner,5,9.6,66,5,42,1,0,5,5,63.1,1
653,46,Germany,Intermediate,3,9.4,59,1,50,0,1,5,7,61.8,1
654,23,UK,None,5,6.9,60,3,47,1,1,2,8,48.8,0
655,54,Pakistan,Beginner,5,1.7,62,4,37,1,1,6,3,48.0,0
656,41,USA,Intermediate,5,16.0,55,4,32,1,1,4,5,91.7,1
657,49,Brazil,Advanced,3,12.2,49,6,34,1,1,1,7,100.0,1
658,18,Indonesia,Beginner,15,9.2,65,1,25,0,1,5,2,37.4,0
659,27,India,Beginner,3,4.7,64,4,42,0,0,8,9,44.0,0
660,16,India,Beginner,4,6.7,49,4,28,1,1,8,3,52.4,0
661,20,Pakistan,Advanced,7,5.4,52,1,36,1,0,5,7,64.7,1
662,45,USA,Intermediate,12,10.8,57,1,38,0,1,7,9,60.8,1
663,45,Nigeria,None,12,7.8,67,3,39,1,1,8,9,48.9,0
664,32,India,Beginner,12,4.6,64,7,41,0,1,1,3,59.6,0
665,38,Nigeria,Beginner,14,5.6,68,7,46,0,0,4,2,68.5,1
666,30,Brazil,Intermediate,2,10.4,62,1,44,0,0,5,5,44.9,0
667,52,Pakistan,Beginner,10,11.8,58,2,34,0,0,1,5,56.8,0
668,36,USA,Beginner,4,11.6,59,3,33,0,0,7,8,59.8,0
669,29,USA,Advanced,4,9.3,64,2,40,1,1,3,6,71.9,1
670,17,Other,None,1,6.2,48,4,33,0,0,3,7,41.3,0
671,26,Indonesia,None,10,0.0,46,3,53,0,1,3,8,15.1,0
672,54,UK,Beginner,8,7.9,61,0,36,1,0,9,9,50.8,0
673,53,UK,None,1,7.0,50,1,35,0,1,4,4,13.3,0
674,49,Germany,None,8,7.4,46,1,38,1,1,3,5,21.0,0
675,53,Bangladesh,None,7,7.2,65,4,39,1,0,1,4,47.0,0
676,49,Pakistan,Beginner,9,3.0,59,5,38,0,0,5,9,54.7,0
677,33,Brazil,Intermediate,8,8.7,37,2,38,1,1,4,2,58.4,0
678,45,USA,Beginner,5,8.9,54,2,33,1,1,5,8,36.0,0
679,30,Indonesia,Beginner,8,9.0,66,6,41,1,0,8,7,82.7,1
680,42,Nigeria,None,14,9.8,57,2,44,0,0,2,7,25.3,0
681,49,Pakistan,Intermediate,15,8.8,67,3,51,0,1,2,8,63.4,1
682,53,Germany,Intermediate,11,5.8,66,2,32,0,0,2,1,37.8,0
683,48,Pakistan,Beginner,10,6.8,73,5,33,1,0,1,1,52.2,0
684,39,Germany,None,12,7.3,60,0,58,1,1,8,7,34.5,0
685,30,USA,None,15,7.3,75,0,39,1,1,11,2,32.0,0
686,45,Bangladesh,None,12,10.0,50,0,36,0,0,2,4,20.5,0
687,32,Germany,Beginner,3,8.9,50,1,42,0,1,3,6,43.5,0
688,20,USA,Intermediate,15,13.2,61,3,47,0,1,2,5,68.1,1
689,44,USA,Intermediate,10,13.6,57,1,42,0,1,7,5,66.6,1
690,19,Bangladesh,Beginner,7,7.2,60,3,37,1,0,9,6,56.0,0
691,25,UK,Intermediate,12,0.0,49,1,40,0,0,4,10,26.4,0
692,32,Pakistan,Advanced,4,10.7,42,3,41,0,0,4,7,76.1,1
693,25,India,None,5,5.4,59,1,41,1,0,5,2,18.4,0
694,32,India,Beginner,9,4.6,62,4,42,0,1,2,4,51.7,0
695,35,Nigeria,Advanced,7,5.8,67,1,29,1,1,7,7,77.8,1
696,39,Nigeria,None,4,5.7,62,6,36,0,1,4,5,54.9,0
697,20,India,Advanced,6,8.8,71,6,40,1,1,6,10,74.3,1
698,49,Brazil,Advanced,10,2.3,62,3,43,0,1,5,9,59.2,0
699,21,India,Beginner,14,3.8,60,1,44,0,1,5,6,25.9,0
700,17,Nigeria,Intermediate,11,8.0,70,1,36,1,0,2,4,51.6,0
701,28,Indonesia,Intermediate,7,8.9,57,2,39,1,1,6,10,64.0,1
702,26,Nigeria,Beginner,13,8.9,58,2,44,0,1,8,4,55.1,0
703,38,Brazil,None,10,4.6,58,0,38,1,0,5,3,6.4,0
704,31,Pakistan,None,13,4.1,53,2,41,1,0,3,6,23.4,0
705,46,India,None,9,5.5,61,1,30,0,0,5,8,17.2,0
706,26,Bangladesh,Beginner,4,7.7,65,5,49,1,1,9,1,59.5,0
707,31,Indonesia,None,10,11.5,54,1,45,0,0,2,2,2.9,0
708,23,USA,None,3,0.9,66,1,37,0,1,7,4,7.4,0
709,19,Brazil,None,8,6.3,67,2,43,0,0,4,7,16.2,0
710,19,Nigeria,Intermediate,15,3.0,64,0,40,0,0,7,2,41.5,0
711,40,Bangladesh,Advanced,1,2.0,75,1,39,0,1,8,10,64.9,1
712,18,Germany,Advanced,9,9.9,54,3,26,0,1,3,8,73.9,1
713,47,UK,Beginner,13,8.6,66,0,42,0,0,3,3,29.7,0
714,18,India,Intermediate,1,8.3,52,4,35,1,1,7,2,60.3,1
715,42,UK,Intermediate,2,9.8,64,1,49,1,0,6,7,71.4,1
716,44,Brazil,Beginner,13,5.6,60,0,47,0,1,8,10,42.9,0
